PO_NO,PL_NO,DLVRY_START_DT,DLVRY_END_DT,DLVRY_QTY,DROP_FLAG,EXTND_DP,RNOTE_QTY,IMMS_PO_SR
H1570295,33574662,15-02-16,19-03-16,5,N,19-03-16,0,
H1570295,33574662,01-04-16,30-06-16,5,N,02-11-16,0,
H1570295,33574662,01-07-16,31-08-16,5,N,02-11-16,0,
H1570295,33574662,01-09-16,31-03-17,5,N,31-03-17,0,
H1570295,33574662,30-08-16,29-10-16,6,N,29-10-16,0,
H1570295,33574686,15-02-16,19-03-16,3,N,19-03-16,0,
H1570295,33574686,01-04-16,30-06-16,3,N,30-06-16,0,
H1570295,33574686,01-07-16,31-08-16,3,N,31-08-16,0,
H1570295,33574686,01-09-16,30-11-16,4,N,30-11-16,0,
H1570296,33565922,01-02-16,11-04-16,45,N,11-04-16,0,
H1570297,33594260,01-02-16,11-04-16,534,Y,23-06-16,0,
H1570298,33565223,01-04-16,20-07-16,42,N,20-07-16,0,
H1570299,33565223,02-05-16,20-07-16,39,N,20-07-16,0,
H1570299,33565223,01-03-16,20-04-16,40,N,20-07-16,0,
H1570300,33600119,04-11-15,31-12-15,19,Y,31-12-15,0,
H1570300,33600119,01-02-16,22-03-16,6,Y,22-03-16,0,
H1570300,33600119,01-04-16,20-05-16,6,Y,20-05-16,0,
H1570300,33600119,01-06-16,20-07-16,5,Y,20-07-16,0,
H1570300,33600119,01-08-16,20-09-16,5,Y,20-09-16,0,
H1570300,33600132,04-11-15,31-12-15,10,N,31-12-15,0,
H1570300,33600132,01-02-16,22-03-16,9,N,22-03-16,0,
H1570300,33600132,01-04-16,20-05-16,9,N,20-05-16,0,
H1570300,33600132,01-06-16,20-07-16,5,N,10-11-16,0,
H1570300,33600132,01-08-16,20-09-16,5,N,20-09-16,0,
H1570300,33600570,01-04-16,20-05-16,6,N,20-05-16,0,
H1570301,33600119,01-02-16,22-03-16,6,N,22-03-16,0,
H1570301,33600119,04-11-15,31-12-15,10,N,31-12-15,0,
H1570301,33600119,01-04-16,20-05-16,6,N,20-05-16,0,
H1570301,33600132,01-02-16,22-03-16,7,N,22-03-16,0,
H1570301,33600132,01-04-16,20-05-16,7,N,20-05-16,0,
H1570301,33600132,01-06-16,20-07-16,6,N,20-07-16,0,
H1570301,33600570,01-04-16,20-05-16,3,N,20-05-16,0,
H1570302,30617959,05-11-15,08-01-16,840,N,08-01-16,0,
H1570303,33596130,01-04-16,20-05-16,57,N,20-05-16,0,
H1570304,33554640,01-02-16,11-04-16,2626,N,11-04-16,0,
H1570305,33690704,06-11-15,10-02-16,12,N,03-03-16,0,
H1570305,33690704,01-03-16,09-04-16,24,N,09-04-16,0,
H1570305,33690704,02-05-16,20-07-16,6,N,30-09-16,0,
H1570306,33690704,01-03-16,09-04-16,6,N,09-04-16,0,
H1570306,33690704,02-05-16,20-07-16,6,N,20-07-16,0,
H1570307,33690704,01-03-16,09-04-16,5,N,09-04-16,0,
H1570307,33690704,02-05-16,20-07-16,6,N,20-07-16,0,
H1570308,33690704,01-04-16,20-09-16,7,Y,30-06-17,0,1
H1570309,33600120,01-02-16,30-03-16,1977,N,28-02-17,0,
H1570310,33565715,01-02-16,09-04-16,2531,N,30-12-16,0,
H1570311,35983735,01-02-16,31-03-16,970,N,31-03-16,0,
H1570312,33593589,01-02-16,30-03-16,1008,N,30-03-16,0,
H1570312,33593668,01-02-16,30-03-16,447,N,30-03-16,0,
H1570312,33593670,07-01-16,30-03-16,387,N,30-03-16,0,
H1570312,33593681,01-02-16,30-03-16,347,N,30-03-16,0,
H1570312,33593693,01-02-16,30-03-16,462,N,30-03-16,0,
H1570312,33594843,01-02-16,30-03-16,407,N,30-03-16,0,
H1570312,33594855,01-02-16,30-03-16,270,N,30-03-16,0,
H1570313,33574170,15-02-16,19-03-16,4,Y,19-03-16,0,
H1570313,33574170,01-04-16,30-06-16,4,Y,30-06-16,0,
H1570313,33574182,18-11-15,25-01-16,16,Y,25-01-16,0,
H1570313,33574182,15-02-16,19-03-16,7,Y,19-03-16,0,
H1570313,33574182,01-04-16,30-06-16,7,Y,30-06-16,0,
H1570313,33574182,01-07-16,31-08-16,7,Y,31-08-16,0,
H1570313,33574182,01-09-16,30-11-16,7,Y,30-11-16,0,
H1570313,33574662,15-02-16,19-03-16,4,N,30-11-16,0,
H1570313,33574662,01-04-16,30-06-16,3,N,30-11-16,0,
H1570313,33574662,01-07-16,31-08-16,3,N,30-11-16,0,
H1570313,33574662,01-09-16,31-03-17,3,N,31-03-17,0,
H1570313,33574662,30-08-16,31-03-17,4,N,31-03-17,0,
H1570313,33574686,23-03-16,31-08-16,2,N,31-08-16,0,
H1570313,33574686,31-08-16,31-03-17,3,N,31-03-17,0,
H1570313,33574686,01-09-16,31-03-17,4,N,31-03-17,0,
H1570313,33574686,23-03-16,30-06-16,4,N,30-06-16,0,
H1570313,33574686,15-02-16,19-03-16,6,N,19-03-16,0,
H1570314,35982561,20-11-15,31-12-15,80,N,31-12-15,0,
H1570314,35982561,01-03-16,20-05-16,113,N,20-05-16,0,
H1570315,35982561,20-11-15,30-01-16,50,N,22-04-16,0,
H1570315,35982561,01-03-16,20-05-16,78,N,15-06-16,0,
H1570316,33690364,01-02-16,20-04-16,226,N,20-04-16,0,
H1570316,33690364,02-05-16,20-07-16,225,N,20-07-16,0,
H1570316,33691228,01-02-16,20-04-16,290,N,20-04-16,0,
H1570316,33691228,02-05-16,20-07-16,289,N,20-07-16,0,
H1570317,33565089,23-11-15,30-06-16,2,Y,30-06-16,0,
H1570318,33565089,11-04-16,20-07-16,15,N,14-03-17,0,
H1570318,33565089,01-08-16,20-09-16,13,N,14-03-17,0,
H1570318,33565089,02-02-16,09-04-16,15,N,20-03-17,0,
H1570319,33600533,01-03-16,10-05-16,23033,N,10-05-16,0,
H1570320,33581095,01-02-16,20-04-16,993,N,20-04-16,0,
H1570320,33581710,26-11-15,30-01-16,650,N,11-03-16,0,
H1570320,33581710,01-02-16,20-04-16,809,N,20-04-16,0,
H1570321,33592573,27-11-15,02-03-16,138,N,02-03-16,0,
H1570322,35982597,01-04-16,20-05-16,545,N,11-07-16,0,
H1570323,33556921,01-02-16,30-03-16,225,N,30-03-16,0,
H1570324,33597390,30-11-15,03-02-16,118,N,03-02-16,0,
H1570325,33613643,30-11-15,15-01-16,3,Y,15-01-16,0,
H1570326,33594818,01-12-15,31-03-16,70,Y,23-06-16,0,
H1570327,33594818,01-12-15,31-03-16,128,Y,31-03-16,0,
H1570328,33595689,01-04-16,20-06-16,1999,N,20-06-16,0,
H1570329,33597625,01-02-16,31-05-16,12,N,31-05-16,0,
H1570330,33597625,01-06-16,30-09-16,17,N,30-09-16,0,
H1570330,33597625,01-10-16,31-12-16,12,N,31-12-16,0,
H1570330,33597625,01-02-16,31-05-16,25,N,31-05-16,0,
H1570331,33597625,02-12-15,30-05-16,9,N,31-07-17,0,
H1570332,33613588,01-04-16,20-06-16,95,N,31-08-16,0,
H1570333,33580194,01-03-16,20-04-16,48,N,11-05-16,0,
H1570333,33580194,02-05-16,20-07-16,50,N,16-09-16,0,
H1570334,35983700,01-04-16,20-04-16,6945,N,20-04-16,0,
H1570335,33594338,01-03-16,20-04-16,902,N,26-04-16,0,
H1570336,33555382,01-04-16,20-05-16,318,N,10-06-16,0,
H1570337,33557329,01-02-16,25-04-16,1824,N,04-08-16,0,
H1570338,30618540,01-02-16,20-04-16,2259,N,30-05-16,0,
H1570339,33612730,01-04-16,20-07-16,870,N,30-09-16,0,
H1570340,33574170,15-02-16,19-03-16,2,N,19-03-16,0,
H1570340,33574170,01-04-16,30-06-16,2,N,30-06-16,0,
H1570340,33574182,04-12-15,15-02-16,5,N,04-05-16,0,
H1570340,33574182,15-02-16,19-03-16,3,N,19-03-16,0,
H1570340,33574182,01-04-16,30-06-16,3,N,30-06-16,0,
H1570340,33574182,01-07-16,31-08-16,3,N,31-08-16,0,
H1570340,33574182,01-09-16,30-11-16,2,N,30-11-16,0,
H1570340,33574662,30-08-16,29-10-16,2,N,29-10-16,0,
H1570340,33574662,15-02-16,19-03-16,2,N,19-03-16,0,
H1570340,33574662,01-04-16,30-06-16,2,N,30-06-16,0,
H1570340,33574662,01-07-16,31-08-16,3,N,31-08-16,0,
H1570340,33574686,15-02-16,19-03-16,2,Y,19-03-16,0,
H1570340,33574686,01-04-16,30-06-16,2,Y,30-06-16,0,
H1570340,33574686,01-07-16,31-08-16,2,Y,31-08-16,0,
H1570341,33574170,15-02-16,19-03-16,2,N,19-03-16,0,
H1570341,33574170,01-04-16,30-06-16,1,N,30-06-16,0,
H1570341,33574662,30-08-16,29-10-16,2,Y,29-10-16,0,
H1570341,33574662,15-02-16,19-03-16,3,Y,19-03-16,0,
H1570341,33574662,01-04-16,30-06-16,2,Y,30-06-16,0,
H1570342,33574170,15-02-16,19-03-16,3,N,19-03-16,0,
H1570342,33574170,01-04-16,30-06-16,2,N,30-06-16,0,
H1570342,33574662,30-08-16,25-05-17,2,N,25-05-17,0,
H1570342,33574662,15-02-16,19-03-16,3,N,19-03-16,0,
H1570342,33574662,01-04-16,30-06-16,3,N,30-06-16,0,
H1570342,33574662,01-07-16,31-08-16,2,N,31-08-16,0,
H1570343,33593152,05-12-15,09-03-16,137,N,09-03-16,0,
H1570344,33566203,15-02-16,19-03-16,15,N,19-03-16,0,
H1570344,33566203,01-04-16,30-06-16,15,N,30-06-16,0,
H1570344,33566203,01-07-16,31-08-16,15,N,30-09-16,0,
H1570344,33566203,01-09-16,30-11-16,14,N,31-03-17,0,
H1570344,33566367,15-02-16,19-03-16,16,N,19-03-16,0,
H1570344,33566367,18-03-16,30-06-16,16,N,30-06-16,0,
H1570344,33566367,01-07-16,31-08-16,16,N,31-08-16,0,
H1570344,33566367,01-09-16,30-11-16,34,N,31-03-17,0,
H1570345,33566203,15-02-16,19-03-16,10,N,19-03-16,0,
H1570345,33566203,01-04-16,30-06-16,10,N,30-06-16,0,
H1570345,33566203,01-07-16,31-08-16,10,N,31-08-16,0,
H1570345,33566203,01-09-16,30-11-16,10,N,30-11-16,0,
H1570345,33566367,13-09-16,10-11-16,13,N,10-11-16,0,
H1570345,33566367,15-02-16,19-03-16,11,N,19-03-16,0,
H1570345,33566367,18-03-16,30-06-16,11,N,30-06-16,0,
H1570345,33566367,01-07-16,31-08-16,11,N,31-08-16,0,
H1570345,33566367,01-09-16,30-11-16,9,N,30-11-16,0,
H1570346,33566203,15-02-16,30-09-16,28,N,31-03-17,0,
H1570346,33566203,01-04-16,30-06-16,28,N,31-03-17,0,
H1570346,33566203,01-07-16,31-08-16,28,N,31-03-17,0,
H1570346,33566203,01-09-16,31-05-17,28,N,31-05-17,0,
H1570346,33566203,23-03-17,26-05-17,34,N,26-05-17,0,
H1570346,33566367,15-02-16,19-03-16,30,N,17-08-16,0,
H1570346,33566367,01-04-16,30-06-16,30,N,17-08-16,0,
H1570346,33566367,01-07-16,31-08-16,30,N,31-03-17,0,
H1570346,33566367,01-09-16,30-11-16,29,N,31-03-17,0,
H1570346,33566367,23-03-17,26-05-17,36,N,26-05-17,0,
H1570347,33595653,07-12-15,30-09-16,15,N,30-08-17,0,
H1570348,33595653,07-12-15,31-03-16,20,N,31-03-16,0,
H1570348,33595653,01-03-16,30-07-16,30,N,30-07-16,0,
H1570348,33595653,01-08-16,31-12-16,44,N,22-09-17,0,
H1570349,33595653,07-12-15,27-02-16,12,N,27-02-16,0,
H1570349,33595653,01-03-16,30-07-16,20,N,30-07-16,0,
H1570349,33595653,01-08-16,31-12-16,36,N,31-12-16,0,
H1570350,33690947,01-02-16,31-03-16,51,N,31-05-16,0,
H1570351,33593735,08-12-15,10-08-16,2464,Y,10-08-16,0,
H1570352,33593735,01-03-16,09-04-16,3327,N,09-04-16,0,
H1570352,33593735,02-05-16,09-07-16,3327,N,09-07-16,0,
H1570352,33593735,01-09-16,30-09-16,3327,N,30-09-16,0,
H1570352,33593735,01-12-16,31-12-16,3325,N,31-12-16,0,
H1570353,33593735,01-03-16,09-04-16,2218,N,09-04-16,0,
H1570353,33593735,02-05-16,09-07-16,2218,N,09-07-16,0,
H1570353,33593735,01-09-16,30-09-16,2218,N,30-09-16,0,
H1570353,33593735,01-12-16,31-12-16,2217,N,31-12-16,0,
H1570354,33592962,15-02-16,30-06-16,8,N,30-06-16,0,
H1570354,33592962,01-07-16,30-11-16,7,N,30-11-16,0,
H1570354,33592962,16-07-16,30-11-16,5,N,30-11-16,0,
H1570354,33593309,09-12-15,29-02-16,20,N,29-02-16,0,
H1570354,33593309,01-02-17,25-04-17,4,N,25-04-17,0,
H1570354,33594764,15-02-16,30-06-16,8,N,30-06-16,0,
H1570354,33595197,15-02-16,30-06-16,8,N,30-06-16,0,
H1570354,33595320,09-12-15,29-02-16,5,N,29-02-16,0,
H1570354,33595320,15-02-16,30-06-16,14,N,30-06-16,0,
H1570354,33595320,01-07-16,30-11-16,15,N,30-11-16,0,
H1570354,33595320,16-07-16,30-11-16,10,N,04-01-17,0,
H1570355,33592962,15-02-16,25-03-16,6,N,25-03-16,0,
H1570355,33592962,01-04-16,30-06-16,6,N,30-06-16,0,
H1570355,33592962,01-07-16,31-08-16,6,N,15-09-16,0,
H1570355,33592962,01-09-16,30-11-16,5,N,30-11-16,0,
H1570355,33592962,16-07-16,30-11-16,7,N,30-11-16,0,
H1570355,33593309,09-12-15,30-01-16,12,N,30-01-16,0,
H1570355,33593309,15-02-16,25-03-16,4,N,25-03-16,0,
H1570355,33593309,01-04-16,30-06-16,4,N,30-06-16,0,
H1570355,33593309,01-07-16,31-08-16,4,N,31-08-16,0,
H1570355,33593309,01-09-16,30-11-16,3,N,30-11-16,0,
H1570355,33594764,15-02-16,25-03-16,4,N,25-03-16,0,
H1570355,33594764,01-04-16,30-06-16,4,N,30-06-16,0,
H1570355,33594764,02-05-16,31-08-16,4,N,31-08-16,0,
H1570355,33595197,01-03-17,20-04-17,3,N,20-04-17,0,
H1570355,33595197,01-04-16,30-06-16,2,N,30-06-16,0,
H1570355,33595320,09-12-15,30-01-16,2,N,30-01-16,0,
H1570355,33595320,15-02-16,25-03-16,4,N,25-03-16,0,
H1570355,33595320,01-04-16,30-06-16,4,N,30-06-16,0,
H1570355,33595320,01-07-16,31-08-16,4,N,31-08-16,0,
H1570355,33595320,01-09-16,30-11-16,5,N,30-11-16,0,
H1570355,33595320,16-07-16,30-11-16,6,N,30-11-16,0,
H1570356,33613254,10-12-15,27-02-16,2,N,27-02-16,0,
H1570356,33613254,01-03-16,31-10-16,5,N,31-10-16,0,
H1570357,33613254,10-12-15,27-02-16,3,N,27-02-16,0,
H1570358,33613254,10-12-15,27-02-16,2,N,27-02-16,0,
H1570358,33613254,01-03-16,31-10-16,3,N,30-11-16,0,
H1570359,33613254,10-12-15,27-02-16,2,N,27-02-16,0,
H1570360,33592986,01-02-16,20-04-16,44,N,20-04-16,0,
H1570361,33596670,15-02-16,19-03-16,2,N,19-03-16,0,
H1570361,33596670,01-04-16,30-06-16,2,N,30-06-16,0,
H1570361,33596670,01-07-16,31-08-16,2,N,31-08-16,0,
H1570361,33596670,01-09-16,30-11-16,2,N,09-02-17,0,
H1570361,33596670,11-12-15,31-03-16,2,N,31-03-16,0,
H1570362,33596670,11-12-15,10-03-16,19,N,10-03-16,0,
H1570362,33596670,15-02-16,19-03-16,4,N,19-03-16,0,
H1570362,33596670,01-04-16,30-06-16,4,N,30-06-16,0,
H1570362,33596670,01-07-16,31-08-16,4,N,31-08-16,0,
H1570362,33596670,01-09-16,30-11-16,3,N,30-11-16,0,
H1570363,33596670,10-12-15,31-03-16,12,N,31-03-16,0,
H1570363,33596670,16-02-16,30-06-16,6,N,30-06-16,0,
H1570363,33596670,01-07-16,30-08-16,5,N,30-08-16,0,
H1570364,33592081,12-12-15,30-01-16,10,N,30-01-16,0,
H1570364,33592081,15-02-16,30-06-16,29,N,03-08-16,0,
H1570364,33592093,15-02-16,30-06-16,30,N,03-08-16,0,
H1570364,33592093,01-07-16,30-11-16,30,N,30-11-16,0,
H1570364,33592100,15-02-16,30-06-16,37,N,06-10-16,0,
H1570364,33592100,01-07-16,30-11-16,37,N,30-11-16,0,
H1570364,33680826,12-12-15,30-01-16,8,N,03-08-16,0,
H1570364,33680826,15-02-16,30-06-16,11,N,30-06-16,0,
H1570364,33680826,01-07-16,30-11-16,11,N,30-11-16,0,
H1570364,33680838,15-02-16,30-06-16,10,N,03-08-16,0,
H1570364,33680838,01-07-16,30-11-16,11,N,30-11-16,0,
H1570364,33680840,12-12-15,30-01-16,13,N,30-01-16,0,
H1570364,33680840,15-02-16,30-06-16,12,N,30-06-16,0,
H1570364,33680840,01-07-16,03-11-18,15,N,03-11-18,0,
H1570364,33680851,15-02-16,30-06-16,20,N,03-08-16,0,
H1570364,33680851,01-07-16,30-11-16,25,N,30-11-16,0,
H1570365,33592081,15-02-16,30-06-16,10,N,30-06-16,0,
H1570365,33592081,01-07-16,30-11-16,11,N,30-11-16,0,
H1570365,33592093,12-12-15,31-03-16,40,N,31-03-16,0,
H1570365,33592093,01-04-16,30-06-16,20,N,30-06-16,0,
H1570365,33592093,01-07-16,30-11-16,29,N,30-11-16,0,
H1570365,33592100,15-02-16,30-06-16,20,N,30-06-16,0,
H1570365,33592100,01-07-16,30-11-16,29,N,30-11-16,0,
H1570365,33680838,12-12-15,27-02-16,14,N,09-04-16,0,
H1570365,33680838,01-03-16,30-06-16,12,N,30-06-16,0,
H1570365,33680838,01-07-16,30-11-16,12,N,30-11-16,0,
H1570365,33680840,15-02-16,30-06-16,10,N,30-06-16,0,
H1570365,33680840,01-07-16,30-11-16,11,N,30-11-16,0,
H1570365,33680851,12-12-15,27-02-16,25,N,27-02-16,0,
H1570365,33680851,01-03-16,30-06-16,25,N,30-06-16,0,
H1570365,33680851,01-07-16,30-11-16,34,N,30-11-16,0,
H1570365,33680863,12-12-15,27-02-16,3,N,27-02-16,0,
H1570365,33680863,01-03-16,30-06-16,5,N,30-06-16,0,
H1570366,33596920,01-04-16,20-06-16,2861,N,20-06-16,0,
H1570367,33556003,01-02-16,19-03-16,36,N,19-03-16,0,
H1570368,33600028,01-04-16,09-07-16,4,N,07-11-16,0,
H1570368,33600028,01-08-16,30-11-16,4,N,20-12-16,0,
H1570369,33600028,01-04-16,30-09-16,5,N,02-12-16,0,
H1570369,33600028,01-08-16,30-11-16,6,N,25-01-17,0,
H1570370,33680024,19-12-15,30-06-16,25,Y,30-06-16,0,
H1570371,33680024,19-12-15,30-06-16,25,Y,30-06-16,0,
H1570372,33680024,19-12-15,10-02-16,50,Y,03-05-16,0,
H1570372,33680024,11-02-16,09-04-16,50,Y,09-04-16,0,
H1570372,33680024,02-05-16,20-06-16,52,Y,20-06-16,0,
H1570373,33680024,19-12-15,10-02-16,30,Y,10-03-16,0,
H1570373,33680024,11-02-16,09-04-16,35,Y,09-04-16,0,
H1570373,33680024,02-05-16,20-06-16,37,Y,20-06-16,0,
H1570374,30640305,21-12-15,18-03-16,25,N,18-03-16,0,
H1570374,30640305,19-03-16,20-04-16,16,N,20-04-16,0,
H1570374,30640305,02-05-16,20-06-16,16,N,25-01-17,0,
H1570374,30640305,01-07-16,20-10-16,16,N,20-10-16,0,
H1570375,30640305,21-12-15,18-03-16,17,N,18-03-16,0,
H1570375,30640305,19-03-16,20-04-16,16,N,20-04-16,0,
H1570375,30640305,02-05-16,20-07-16,16,N,20-07-16,0,
H1570376,33600922,22-12-15,31-03-17,2,N,31-03-17,0,
H1570376,33600934,22-12-15,31-03-17,14,N,31-03-17,0,
H1570377,33593590,01-02-16,09-04-16,340,N,09-04-16,0,
H1570377,33680358,01-02-16,09-04-16,3159,N,09-04-16,0,
H1570378,33555199,01-02-16,09-04-16,11235,N,03-06-16,0,
H1570379,33680036,24-12-15,26-12-16,4,N,26-12-16,0,
H1570379,33680152,24-12-15,26-12-16,1,N,26-12-16,0,
H1570380,33680085,24-12-15,27-06-16,4,N,09-09-16,0,
H1570380,33691411,24-12-15,27-06-16,1,N,27-06-16,0,
H1570381,33600235,01-03-16,29-10-16,4,N,29-10-16,0,
H1570381,33600235,01-08-16,30-12-16,4,N,31-01-17,0,
H1570381,33600235,08-11-16,15-02-17,2,N,15-02-17,0,
H1570382,33600235,01-03-16,29-10-16,4,N,29-10-16,0,
H1570382,33600235,01-08-16,30-12-16,4,N,30-12-16,0,
H1570382,33600235,08-11-16,15-02-17,2,N,10-04-17,0,
H1570383,33610502,13-02-16,31-03-16,34,N,31-03-16,0,
H1570383,33610502,29-12-15,15-02-16,112,N,15-02-16,0,
H1570383,33612390,13-02-16,31-03-16,38,N,31-03-16,0,
H1570383,33612390,29-12-15,15-02-16,125,N,15-02-16,0,
H1570384,33610502,13-02-16,05-08-16,11,N,04-10-16,0,
H1570384,33610502,29-12-15,05-08-16,37,N,04-10-16,0,
H1570384,33612390,13-02-16,05-08-16,13,N,04-10-16,0,
H1570384,33612390,29-12-15,05-08-16,42,N,04-10-16,0,
H1570385,33612419,30-12-15,31-03-16,3,N,31-03-16,0,
H1570385,33691137,30-12-15,31-03-16,7,N,31-03-16,0,
H1570386,33691137,30-12-15,31-03-16,2,N,31-03-16,0,
H1570387,33691137,30-12-15,31-03-16,4,N,31-03-16,0,
H1570388,33691137,30-12-15,31-03-16,1,N,31-03-16,0,
H1570389,33610484,01-04-16,25-07-17,2974,N,25-07-17,0,
H1570390,35982433,01-04-16,20-05-16,3757,N,20-05-16,0,
H1570391,33610230,30-12-15,31-03-16,10,N,31-03-16,0,
H1570391,33610230,01-04-16,30-07-16,15,N,30-07-16,0,
H1570391,33610230,01-08-16,31-12-16,20,N,31-12-16,0,
H1570392,33610230,01-04-16,31-08-16,5,N,28-02-17,0,
H1570393,33610230,01-04-16,30-07-16,12,N,30-07-16,0,
H1570393,33610230,01-08-16,31-12-16,12,N,31-12-16,0,
H1570394,33610230,01-04-16,31-08-16,15,N,31-08-16,0,
H1570395,33610230,01-04-16,31-08-16,10,N,31-08-16,0,
H1570396,33565041,31-12-15,29-02-16,5,N,29-02-16,0,
H1570396,33565041,01-03-16,19-04-16,16,N,19-04-16,0,
H1570396,33565041,02-05-16,20-06-16,15,N,20-06-16,0,
H1570396,33565053,31-12-15,29-02-16,5,N,29-02-16,0,
H1570396,33565053,01-03-16,19-04-16,10,N,19-04-16,0,
H1570396,33565053,02-05-16,20-06-16,10,N,20-06-16,0,
H1570397,33565041,31-12-15,29-02-16,5,N,29-02-16,0,
H1570397,33565041,01-03-16,19-04-16,10,N,19-04-16,0,
H1570397,33565041,02-05-16,20-06-16,9,N,22-10-16,0,
H1570397,33565053,31-12-15,29-02-16,5,N,29-02-16,0,
H1570397,33565053,01-03-16,19-04-16,17,N,22-10-16,0,
H1570397,33565053,02-05-16,20-06-16,16,N,04-01-17,0,
H1570398,33565053,31-12-15,20-07-16,6,Y,20-07-16,0,
H1570399,33565041,31-12-15,20-07-16,6,Y,20-07-16,0,
H1570399,33565053,31-12-15,20-07-16,6,Y,20-07-16,0,
H1570400,33565041,31-12-15,20-07-16,6,Y,20-07-16,0,
H1570401,33550141,15-02-16,14-04-16,48,N,14-04-16,0,
H1570401,33550141,02-05-16,30-06-16,48,N,30-06-16,0,
H1570401,33550141,01-07-16,31-08-16,73,N,31-08-16,0,
H1570401,33550475,15-02-16,14-04-16,34,N,14-04-16,0,
H1570401,33550475,02-05-16,31-08-16,33,N,31-08-16,0,
H1570401,33553830,15-02-16,14-04-16,24,N,14-04-16,0,
H1570401,33553830,02-05-16,31-08-16,32,N,31-08-16,0,
H1570401,33554754,31-12-15,31-03-16,24,N,31-03-16,0,
H1570401,33554754,02-05-16,31-08-16,29,N,31-08-16,0,
H1570401,33612742,15-02-16,30-04-16,350,N,30-04-16,0,
H1570401,33612742,02-05-16,30-11-16,349,N,30-11-16,0,
H1570402,33553830,15-02-16,23-03-16,5,N,23-03-16,0,
H1570402,33553830,01-04-16,30-06-16,5,N,30-06-16,0,
H1570402,33553830,01-07-16,31-08-16,5,N,31-08-16,0,
H1570402,33553830,01-09-16,30-11-16,5,N,30-11-16,0,
H1570402,33554754,31-12-15,30-01-16,10,N,30-01-16,0,
H1570402,33554754,15-02-16,23-03-16,5,N,23-03-16,0,
H1570402,33554754,01-04-16,30-06-16,4,N,30-06-16,0,
H1570402,33612742,15-02-16,23-03-16,63,N,23-03-16,0,
H1570402,33612742,01-04-16,30-06-16,63,N,30-06-16,0,
H1570402,33612742,01-07-16,31-08-16,63,N,31-08-16,0,
H1570402,33612742,01-09-16,30-11-16,62,N,30-11-16,0,
H1570403,33553830,01-02-16,31-08-16,6,Y,31-08-16,0,
H1570403,33554754,01-02-16,31-08-16,5,Y,31-08-16,0,
H1570404,33550141,15-02-16,23-03-16,12,N,23-03-16,0,
H1570404,33550141,01-04-16,30-06-16,12,N,30-06-16,0,
H1570404,33550141,01-07-16,31-08-16,11,N,31-08-16,0,
H1570404,33550141,01-09-16,30-11-16,11,N,30-11-16,0,
H1570405,33550141,15-02-16,23-03-16,23,N,23-03-16,0,
H1570405,33550141,01-04-16,30-06-16,23,N,30-06-16,0,
H1570405,33550141,01-07-16,31-08-16,23,N,31-08-16,0,
H1570405,33550141,01-09-16,30-11-16,23,N,30-11-16,0,
H1570405,33553830,15-02-16,23-03-16,23,N,23-03-16,0,
H1570405,33553830,01-04-16,30-06-16,10,N,30-06-16,0,
H1570405,33553830,01-07-16,31-08-16,5,N,31-08-16,0,
H1570405,33554754,31-12-15,30-01-16,10,N,30-01-16,0,
H1570405,33554754,15-02-16,23-03-16,7,N,23-03-16,0,
H1570405,33554754,01-04-16,30-06-16,7,N,30-06-16,0,
H1570405,33554754,01-07-16,31-08-16,7,N,31-08-16,0,
H1570405,33554754,01-09-16,30-11-16,5,N,30-11-16,0,
H1570405,33612742,15-02-16,23-03-16,92,N,23-03-16,0,
H1570405,33612742,01-04-16,30-06-16,92,N,30-06-16,0,
H1570405,33612742,01-07-16,31-08-16,92,N,31-08-16,0,
H1570405,33612742,01-09-16,30-11-16,93,N,30-11-16,0,
H1570406,33612444,02-01-16,20-01-16,140,N,30-04-16,0,
H1570406,33612444,01-03-16,19-04-16,140,N,11-07-16,0,
H1570406,33612444,02-05-16,20-06-16,118,N,31-08-16,0,
H1570407,33612444,01-02-16,19-04-16,50,N,30-09-16,0,
H1570407,33612444,02-05-16,20-06-16,49,N,30-09-16,0,
H1570408,33566203,01-02-16,31-08-16,2,Y,31-08-16,0,
H1570408,33566367,01-02-16,31-08-16,2,Y,31-08-16,0,
H1570409,33566203,01-02-16,31-08-16,4,Y,31-08-16,0,
H1570409,33566367,01-02-16,31-08-16,4,Y,31-08-16,0,
H1570410,33566203,01-02-16,31-08-16,5,Y,31-08-16,0,
H1570410,33566367,01-02-16,31-08-16,5,Y,31-08-16,0,
H1570411,33570770,04-01-16,11-03-16,243,N,30-04-16,0,
H1570411,33571971,04-01-16,11-03-16,309,Y,12-10-17,0,
H1570412,33600909,07-01-16,30-09-16,4,N,15-10-16,0,
H1570413,33610502,08-01-16,31-03-16,50,Y,31-03-16,0,
H1570413,33612390,08-01-16,31-03-16,50,Y,31-03-16,0,
H1570414,33610502,08-01-16,31-03-16,50,Y,31-03-16,0,
H1570414,33612390,08-01-16,31-03-16,50,Y,31-03-16,0,
H1570415,33590084,01-04-16,29-10-16,4,N,29-10-16,0,
H1570416,33590084,01-04-16,29-10-16,2,N,29-10-16,0,
H1570417,33590084,01-04-16,29-10-16,3,N,29-10-16,0,
H1570418,33590084,01-04-16,29-10-16,1,N,29-10-16,0,
H1570419,33611830,01-02-16,31-03-16,2,N,31-03-16,0,
H1570419,33611830,01-04-16,30-06-16,3,N,30-06-16,0,
H1570419,33611830,01-07-16,29-10-16,3,N,29-10-16,0,
